diameter,speed,color,power
11.746047873063304,9.049372229273175,red,35.109972917772204
13.629778394351197,6.273203273818819,green,28.39939888770597
14.485551299762886,8.407513611119647,red,45.12612274481126
14.435432121325587,8.801139299448433,purple,51.58096466264665
13.899377729288119,7.978193703039222,blue,40.92065297234048
13.21015823077144,7.357880942750792,green,30.58197428686323
10.420699824975244,7.059204570736343,purple,30.308856215782203
10.808143570473069,6.744341332714976,purple,30.811940360430413
14.492770942635396,9.64764572123913,blue,50.43107473297841
13.03214529829795,9.153097038938647,blue,41.10119380185568
10.045985258083148,9.825134553332564,red,29.69800662965695
10.50735771433016,5.6214861174277235,green,17.35261795238844
13.317508845540278,8.654337376018221,green,35.729958630497016
10.025307919231093,9.69170228410519,blue,29.322340071222683
10.804040257087493,5.9061653308283,red,23.832260453936968
12.74366894683293,5.3324813368338875,green,22.318052727587315
13.459475988463467,8.705603246450295,blue,41.596954332953004
13.259806297513002,7.8723655658995595,purple,42.705165489552506
11.1213465473028,9.20914388379136,green,27.91695336992083
13.56089610673768,5.698861883131448,red,30.9726974709715
11.186245437484,8.976336559299451,red,32.421613989257814
11.626998490796339,6.008136600238723,red,26.25668028571166
13.73245702559012,5.818279714328522,purple,36.99859732223662
13.248164495236074,5.8213289896549645,green,25.43936472334953
14.24611705247089,9.07287360115691,green,41.8311890071893
13.288064461501717,8.325986103481,purple,44.33263062210494
12.841543016677358,7.615327123845597,green,30.049854876474882
10.468373839140462,6.794152420617513,purple,29.750734830325282
11.838579015297167,9.386002704065541,purple,41.4842898901213
11.326011838408627,6.962225537113177,purple,32.737696797275206
11.219948216895418,9.082997197357885,red,32.79937807711264
14.865052773762228,7.195674542851092,green,36.728693697152956
11.965488623333801,6.884722147124538,purple,34.80360762548487
14.460232775885567,7.3133989283480325,green,35.55489536570411
13.155693129986314,6.50688937082071,red,32.64801541201215
13.974056517708242,8.738046900881255,purple,49.05896300995287
12.513185465525961,7.513601950462396,blue,33.557466806935096
12.884519423131795,6.161063475734086,red,30.372531846944455
12.46258846909432,9.497872866372841,blue,39.71796850681201
10.976214938990223,6.919456106866058,green,21.553987165781432
13.612260576307527,7.717764305569943,green,33.63203457871732
11.40386181220428,9.532360554822734,red,34.856678442388215
10.12157983215727,8.12118997956996,green,21.68110992740319
13.227361479535839,5.5844902035418205,blue,29.52306466686437
10.885553397035245,9.699160618067376,purple,37.97311158958842
14.70229292176457,8.13854026535709,purple,50.188498011014595
14.769642885012937,6.674528073285431,purple,44.10524470771087
14.574321951102242,5.696360363316936,red,34.295764022615806
11.850793501277222,8.97012594635148,green,30.416576467381077
10.077283082644337,8.100363779642567,blue,26.396354430939436
14.641592812938626,7.667305459881607,green,37.73678202577856
12.140920741586571,9.469462915254788,green,32.907519000610804
14.833274095218348,8.942986056122653,green,44.611763579308615
14.818099885446264,5.758374398663756,purple,40.2076585812601
14.265047277336802,6.558610338977742,blue,36.856350480168985
11.472244460347929,6.242445699072329,blue,26.599434408711296
11.925488643009626,8.719731462863384,green,29.746570886331387
14.255683357584285,5.167662173678897,purple,36.06081036218336
11.584610025781387,7.8494484243565825,purple,36.23125994166271
10.847463733430462,8.812293428703452,blue,30.700492581692455
12.784006312291751,9.383828183808747,purple,45.651776171043025
14.680773870803904,6.710408743579537,purple,43.86706509680761
13.480148983374864,9.106286523360065,purple,47.99339518917359
12.850305850446825,5.553158684776037,red,28.274974150558794
10.485882468853843,9.23226145867259,green,25.180037860105443
13.07503613349585,5.637443311659912,blue,29.278567777290476
14.950269250521316,6.986436452801836,blue,41.15384785166166
10.70042007618262,8.986476828897768,red,30.602228967794254
12.591648261818683,5.749587136743869,green,23.076305933424795
14.386865359639778,6.146256976163207,blue,35.47636632969288
13.703843088771022,8.611262841965331,purple,47.42644932442991
13.48507870497634,8.600182682730372,blue,41.07903464400046
13.512420419935546,8.205738164426487,purple,45.00238268928081
11.797455756098776,8.469742222335501,red,33.69913496605283
11.467959221322467,7.713622216737981,purple,35.1680358266337
14.046805777392567,6.258995294534763,blue,34.86684903365006
14.050566973395904,6.728479967519597,blue,36.60842123641562
14.335361592900519,5.9079885840071285,blue,34.21163816472798
14.566202762782357,9.542252806668142,red,50.48683221049479
12.556711994304688,7.916958973830602,red,35.02133200902315
12.507581473435998,7.0042570838181994,green,26.92246327250041
13.991475894833876,7.310029018220663,blue,38.67430555823125
13.249819653888826,9.736416698059077,purple,49.09399513789471
13.509834386288517,5.766757015580401,red,31.067401317556534
13.978963347180505,7.9311491600839865,blue,40.85537034942399
14.450026709087831,7.52944339442233,blue,41.43232571968847
11.68997578425768,8.05727117717324,red,31.93102311549959
11.877914763199719,5.090550919104203,green,19.290440191228196
10.469909699204345,9.360619544720757,red,30.645646100385946
12.891400704980871,9.66059141241806,red,42.21865931225615
10.17971136898371,7.825665917946045,purple,31.279844883810394
12.3279900906623,8.483254119384462,purple,40.67635591079761
12.713223173537884,9.612496905886479,green,36.04095600846372
11.432706260641423,8.536193171566993,blue,32.43607493795585
12.954166302845053,5.762695214571306,red,29.35497830751954
10.152501249695247,7.881441800834066,green,21.479254360976523
10.186740943746072,8.03357523191428,purple,31.71216418159515
14.113002803298292,7.12065335651193,red,38.384590754592914
11.800953207056315,8.682221178123614,blue,34.15124429871233
10.635302563259424,9.671835073845074,purple,36.89291374444934
12.611216300274021,9.627842564533882,purple,45.60952929365025
13.849967765493055,7.254196857020661,purple,42.90104485509226
11.079105137484216,5.566190229203777,green,18.760285475799282
13.114452379095,9.924205994811672,blue,44.058458801891376
10.42673732496884,9.19449043222967,red,29.858797676327423
10.258408605843039,5.623313406016334,green,16.651761241614725
12.656773157840739,9.604209413086862,green,35.821515678898294
12.703175608050532,9.349481810310643,green,35.06430631594735
13.187149507491032,7.5941902856303605,purple,41.1974432923465
13.630456668613308,7.9563771787246464,blue,39.60306058832288
14.879260397312674,6.9950135193506515,green,36.22215517031843
12.581501741505976,5.273808194110156,red,26.69565642052539
11.61478236470623,6.675986208229505,blue,28.09608304192376
13.975930973843518,9.014267242990057,red,45.22271477585512
11.354161256310372,5.023160115023014,blue,22.94152345881207
12.19485710352818,6.667495858455721,red,29.922979209200903
10.39228190671133,6.990843467954717,purple,30.071127775673137
10.126753717077287,7.686978014689615,green,20.79290653275006
14.813242073389626,9.599278082063803,red,52.15997255982565
14.17990060256103,6.7317299718298065,blue,37.00411346471787
13.479871030468491,6.734766009481138,green,29.574276408848966
12.04476472207135,8.687506240548743,green,30.189539196699005
10.86647160035423,7.261089704449036,blue,27.072244706543735
10.78218521335543,6.12302411469991,red,24.29035778492642
11.251214490822976,7.262197580663467,purple,33.296559984650735
12.746133323530602,5.704285101898999,purple,33.537627880263784
13.572979613500312,5.8819349325311165,red,31.67116859846773
13.300986883588656,7.4918388636973985,green,31.617150615245798
11.399669484729714,7.094627247522739,green,23.4867557140646
14.774326403315971,9.5742295053405,green,46.79489163016878
13.689484583478842,6.811969495583165,green,30.613309165248957
12.771770262557004,7.902941751390218,red,35.92128008481737
13.058603731171761,8.161321439597652,green,32.89031570246207
12.09800031213895,5.065472282941668,blue,24.828848994103048
11.238654947505788,8.317686860083553,green,25.88051858545081
11.779863393256308,5.890179834348757,purple,31.240526116826885
13.789230552321845,9.805351587347275,green,42.25783318221414
10.071967443148779,5.7433136387655646,red,21.59160362479389
10.580363202534581,7.0731206186351185,purple,30.817183255040614
10.230013210108764,5.426748340393219,red,21.364193355058735
10.20364401159485,9.984371259229736,red,30.84329597442584
14.277302920055035,7.510975051656213,purple,45.61390031605765
13.518289296900118,7.976925086600219,red,39.20337734009074
12.370869145436625,5.335382386942137,red,26.336815483445374
10.489170803255007,8.74980235199589,green,24.05599165248204
12.458079375584163,6.049527965477929,blue,28.68425397926813
12.367358853902829,9.490271447203568,red,39.01662865094538
10.866009349550076,6.025698202410036,red,24.108133444843226
12.169258246189866,5.953438603318332,red,27.692988091739824
11.992523671986866,5.182748339240474,green,20.060797089326147
13.079250490261082,7.360334725549996,blue,35.30405338026541
13.175468254338218,7.824205666313082,purple,42.14319672047717
10.226520048860223,5.328543197141762,green,16.294436047155045
11.873063073132355,8.877638083475052,green,30.044413284673674
13.129299578571182,7.266444173740139,blue,35.01786742185214
12.515681292900439,7.6219513466379,blue,33.81705620286507
14.28244920594161,7.20381373469114,green,34.35963534682017
13.293468158094726,7.00381530437663,purple,39.71494824111071
10.814672135407148,7.79820165654109,green,23.258147850152106
10.35284373700215,5.776201229653562,blue,22.398081019628396
13.212096391031578,5.909640652476355,purple,35.63198189322514
10.13255655270811,9.308928105067587,blue,29.158405182851293
12.928877906367315,9.730577310668163,purple,47.649529655373996
14.701151207124788,6.866546581398765,red,39.775444643635105
12.877370889379396,6.353723365717769,blue,30.92384736061399
11.94084963103261,8.219997716195078,blue,33.18539287519116
13.216441092211767,7.0436708554904826,green,29.700399646761426
12.291264452457582,5.126931778301724,blue,25.354355143947974
12.728083946579675,5.780762986830952,blue,28.707671981983967
14.707324043882625,8.579861144236988,red,47.0003912916723
11.930513189003872,8.294619709550757,blue,33.43245171480796
14.805952819119572,5.135479962517417,red,32.5697583175588
14.526753209780319,6.109860809664747,red,35.86277354642372
10.978955673946482,6.1553739829403575,red,24.781412811757427
10.346806504375827,8.359463717993641,red,27.639578411393682
10.503890006887133,5.098552688771821,purple,26.196015807089232
10.091109128257749,5.520542909922869,green,16.282371467738557
10.472214803779641,8.999580426865947,purple,34.59129949558109
13.415033867081785,5.892723310271668,blue,31.22779504553926
10.355943242301144,8.263730539259374,purple,32.723437274873234
11.594878151468807,6.190913905233632,purple,31.70420695948329
14.224376554847272,5.497206963796726,blue,32.257273296344344
10.11635967867913,6.21586095499727,blue,22.62540845157114
14.072342412944678,8.611334659278295,blue,44.225850597608066
11.409273873866999,9.27848234053143,purple,39.14003195063106
10.590824138108282,9.151099322834959,purple,35.526032403341155
13.483685826820754,6.985917648092274,blue,35.308836703766
13.14471423389942,8.34042568285323,green,33.77743264456936
14.387360067635264,6.024921477079105,green,29.854228280535107
13.67535521901943,6.465738651305067,red,34.166551685882844
14.017404651924242,9.4816790926056,blue,47.43182451678267
11.410172862856532,5.06500961755368,red,23.05128906250156
10.887197718898614,5.42754265427234,green,17.705293078542656
13.753073758204291,6.039431275730136,red,32.99392774860178
14.034173696336321,5.132661019369099,blue,30.19744383038573
14.952525710003368,5.907177175448987,blue,36.347392863169596
12.063088384557133,7.91520780484846,blue,33.14011070352647
11.860090428963916,7.107122752962489,purple,34.93344421085669
13.882064803709984,9.463358555384875,red,46.65660366343445
11.704017701265089,9.087217808692206,green,29.96386698947044
14.653786628017823,6.70908675848938,green,33.764517461748625
14.29206375921506,6.297117167156463,green,30.94110259331804
12.144970136875092,6.898462040836335,purple,35.28993286728173
13.754355338957486,7.951474712574038,purple,45.15977356292023
13.772714370423412,6.340318204114381,blue,34.08353187711615
10.515619344179663,8.12074453924567,green,23.08972855700932
14.512764533397833,7.047058260956202,purple,44.841226469110985
12.526261862239286,7.760235904259901,blue,34.355943781279144
14.13228733053871,7.180632645676583,green,33.607199162108266
11.600248005153059,6.472328797709588,red,27.465073281946648
14.477616142481002,9.742266534810783,blue,50.77207655314334
11.946008393670816,8.818028970798803,purple,40.36924848482191
10.054188257401492,5.700565878832263,purple,26.538681562341278
14.52690988209632,9.342339879489565,blue,49.393955075193496
10.456433383930667,7.437155991247568,blue,26.28159439088954
11.596568187952075,9.472761134470456,purple,40.34330031400553
14.750309835254026,8.999276279736577,red,49.06258461853173
14.753035734687781,7.126067522346167,green,36.14010739255047
12.86718944061643,5.112346541600587,red,26.862779105940426
13.159186060848995,6.34338679692473,blue,31.864256082844243
12.242227609891598,7.708171073304335,red,33.158466674851084
11.466053858490323,8.167391099130736,purple,36.59397245453443
11.64332272684958,6.2894384271660115,blue,27.124696803075516
13.362592280385192,5.69678037036412,green,25.44381835933701
13.761872647188401,9.174651183996495,purple,49.67590621388211
13.957895218629243,9.92201090351776,purple,53.51850557652072
13.94809071397277,7.628450911513429,green,34.8323190802604
10.456030515243452,5.858396429241518,green,17.77753458272908
12.472101523512908,6.361536632596845,red,29.766079111995253
10.287793800083222,5.0919533827373336,blue,20.91133407361961
12.747644411618678,9.571494032802494,green,36.16344532222552
12.207652506866886,5.588755414450706,green,21.703073219314618
14.4385209137915,7.882582377571268,blue,43.08227890695661
11.754575062760393,6.37027610343603,green,22.539273608422995
10.585335082138029,7.770890012578967,green,22.50724266056956
10.71495841026418,8.257101941759322,red,28.965713904619633
13.80755315858736,9.148709018536008,purple,49.91061668724853
13.091090316581305,6.032106358803016,purple,35.8280899253991
10.505613380613951,5.054979143292402,purple,26.208933491450097
10.420534030574988,5.684428150344036,purple,27.398989795223063
13.5048456572956,9.500093209240525,green,39.75995340855429
10.363815031820968,9.369450387812577,blue,30.090707326237958
14.109300296451782,7.987065510851542,blue,41.71615782586608
13.531211135782481,8.002584302168266,red,39.19997043639339
10.406743903209499,8.325183372731278,red,27.83576458562056
10.42418857042596,5.876856393117248,green,17.977640777998893
14.933197892505877,9.5720597296248,blue,52.58114199939971
11.8713539787806,7.093852624460366,blue,29.972472193435106
11.853210735334454,6.915692641247487,purple,34.405222007611286
14.063997836287513,7.594588526414188,green,35.07433065053341
14.736242886919293,5.234829833875275,green,27.817157324459096
14.930005319114354,5.8314168437803975,purple,41.08309364119648
13.766890926294709,8.690168082131851,green,37.88217164710279
11.881297927654579,5.413993339625632,green,20.268641259813577
10.417503583493344,8.01576054733194,red,27.42636701382499
13.885734579637184,6.226745548406605,blue,33.98715848730145
12.792021248679024,6.946478070209883,green,27.89458554119493
12.121110046234882,6.443468683853499,red,28.982754533970134
14.53177192547368,6.7783635823247455,blue,38.70155325566566
10.555987411530756,8.595229525921226,purple,34.221422436097406
12.463125521454295,6.485608578115875,red,30.26547384833955
10.056768223837095,7.8320232014844855,red,25.860497371771476
12.343303209970632,7.380252010995498,blue,32.35899771673615
10.281516378409187,8.31835582681324,purple,32.62656665023865
10.59408958134036,9.68414869662379,red,31.672821381391042
10.587631233885524,8.662860486051251,green,24.36891379049254
13.246051510580319,6.074701892953784,green,26.375722792710047
13.730224396327117,5.1559156753064235,green,24.56359604160762
12.916843825485799,6.311320221499125,purple,36.06235322774308
14.81086274237271,7.975389653501274,red,45.02077680215752
11.87435289761852,5.257129067421252,green,19.995352458601428
11.428560431409304,7.481831236006181,purple,34.568413178399254
14.3429956409473,7.984214244584447,green,38.11066275119761
11.117979192597263,6.671219454084804,blue,26.549067826839096
14.816112697203057,8.85456101872911,red,48.698491760632386
10.060772373449081,5.532991265668859,red,21.276226595915016
14.849394133538194,5.375688908679043,purple,38.745388397163694
10.215799559752881,8.640943781018017,purple,33.16479566294699
14.455715568490355,7.477456581030992,red,41.31825809076973
12.6385055454315,8.44201198213868,green,31.955313577892646
14.964823980596503,7.174136693018731,green,37.009948290741825
10.368982823676994,6.2320101661955345,blue,23.37988944479168
12.769271422006604,9.095511588370998,green,34.57619212100857
14.846512678095495,8.997079394844896,purple,54.60448148739953
12.615489220850744,8.473482354272134,purple,42.03004848053879
13.146993190676312,6.360725686149813,green,27.15518334246292
13.478743444923087,7.9511533343454355,purple,43.93022528029484
12.272705323838867,6.804869484700134,red,30.37930471228796
13.137790400420318,5.457910366633171,red,28.885334585527968
12.9215715596155,9.586567877311214,green,37.132474942467454
14.505790052454945,5.684093154594807,red,33.85972573035429
10.22723190170729,9.751186769104013,red,30.385354028224977
11.40481594796115,7.230028864789778,blue,28.80964086451032
14.752057420382794,5.925664644193098,blue,35.71275198750136
14.451318919454582,7.709504736891791,red,42.26598279682489
12.278283763928565,9.364729179382042,green,33.223734661840105
13.100662989007684,8.661124432047806,blue,39.77167352487924
11.386905914905663,9.03280573930725,purple,38.335416429125054
10.940605798618806,8.293916833553586,purple,34.81136942206488
12.31849202469991,8.461382822589263,purple,40.75173045388697
11.766761140130264,9.245978257826597,green,30.56606347423768
12.91828055925436,6.248340044295929,red,31.02740262742775
10.388673184824924,7.447124818215702,purple,31.03458537917669
14.871974038330833,6.106047209098011,green,32.03264301522144
14.931053722398016,9.938340039983235,blue,54.40560718804875
13.490808570098725,9.720296698433067,red,45.24041586648137
12.680481831720602,5.197134056842529,blue,26.537342980410532
11.54763808143164,8.527875862578442,green,27.590928842640682
14.068975098534743,9.62624158707833,purple,53.23386511965358
13.423655862769397,5.902876725636668,purple,36.21813692348173
10.813084696724456,7.839726152763147,green,23.58867469210766
14.554635922469213,9.57744148794021,purple,55.52078644961573
14.112686214615845,5.169729892928994,red,30.611341317766012
14.74899956645962,8.4871013362342,green,42.07870129374105
13.6285975419418,6.486745036862754,blue,34.29739732891001
13.06707597967895,9.621980976882652,green,38.064921857618955
12.091215181453094,9.85529122582684,red,38.937212360329966
